Trial       WBL      RMSE Peak_RMSE   Agg_Obj      Umax      Lmax      CQOF      CKIF       CK1       TOF       TIF        TG      CKBF
  391    41.253   105.146   105.146   183.019    17.227   222.716     0.717   756.156    15.886     0.078     0.627     0.852  1404.061
  392    45.635    97.499    97.499   177.062    11.488   152.806     0.594   466.891    10.641     0.153     0.215     0.589  1833.276
  393    42.452   105.965   105.965   184.659    14.422   105.506     0.577   388.679    17.123     0.618     0.840     0.274  1088.312
  394    48.724   100.943   100.943   182.794    11.083   195.142     0.622   622.611    13.329     0.183     0.839     0.408  2993.917
  396    47.741   100.499   100.499   181.690    15.369   179.986     0.548   700.268    12.287     0.600     0.720     0.384  1678.327
  397    49.593   100.514   100.514   182.865    12.290   142.812     0.540   426.012    10.306     0.768     0.772     0.041  2105.859
  398    48.007    98.768    98.768   179.949    13.882   134.094     0.469   483.523    10.126     0.333     0.245     0.035  1408.331
  400    44.604   102.183   102.183   181.640    14.464   140.233     0.580   472.630    14.700     0.482     0.752     0.363  1422.261
  402    46.381   103.372   103.372   184.055    14.754   190.025     0.618   470.798    15.273     0.407     0.754     0.472  2060.308
  403    41.254   101.455   101.455   178.804    12.134   128.981     0.658   469.423    13.309     0.778     0.695     0.314  1251.795
  404    42.179   104.266   104.266   182.553    14.829   127.328     0.744   607.070    13.498     0.160     0.172     0.382  3176.167
  405    51.116   107.650   107.650   191.737    15.493   112.095     0.515   372.972    14.982     0.776     0.043     0.448  2742.689
  406    43.455   104.226   104.226   183.263    18.418   190.620     0.708   547.858     9.919     0.467     0.266     0.488  2408.707
  408    42.250   105.253   105.253   183.723    18.079   246.626     0.751   494.850    13.543     0.535     0.462     0.651  2222.640
  409    39.326   110.115   110.115   187.690    19.491   121.422     0.691   404.472    21.016     0.284     0.348     0.279  1044.568
  411    42.639   106.853   106.853   185.788    17.199   215.620     0.708   482.209    18.023     0.312     0.345     0.512  1805.453
  412    47.733    97.336    97.336   178.207    15.852   200.944     0.475   654.280     9.245     0.239     0.084     0.239  1217.391
  414    47.363   102.292   102.292   183.448    17.073   226.720     0.612   440.501    14.555     0.376     0.524     0.366  2155.744
  415    38.857   103.845   103.845   180.129    19.157   100.198     0.724   422.478    13.472     0.664     0.061     0.936  1456.873
  417    44.968   102.644   102.644   182.380    16.124   226.257     0.665   495.642    15.326     0.311     0.281     0.376  1991.998
  418    39.853   107.879   107.879   185.373    15.380   218.047     0.768   504.330    10.675     0.223     0.002     0.615  1723.645
  419    44.345    99.505    99.505   178.483    17.085   256.818     0.669   780.263    10.189     0.347     0.470     0.318  1602.235
  420    46.026   105.136   105.136   185.830    19.780   123.922     0.577   537.373    16.323     0.246     0.368     0.587  1847.099
  421    46.266    99.486    99.486   179.651    19.893   188.278     0.544   477.360    12.066     0.570     0.567     0.224  1369.092
  422    46.570   100.355   100.355   180.803    15.982   139.147     0.469   482.973    11.775     0.232     0.176     0.154  1175.591
  424    45.940   101.024   101.024   181.158    18.388   160.424     0.572   535.992    13.824     0.310     0.367     0.508  1628.482
  426    46.758   100.023   100.023   180.551    17.091   205.095     0.597   504.889    13.031     0.385     0.463     0.411  1890.049
  427    46.321   100.114   100.114   180.380    14.742   152.673     0.600   771.821    13.218     0.389     0.178     0.334  1935.787
  429    42.197   103.075   103.075   181.205    18.100   155.994     0.653   493.428    16.041     0.309     0.354     0.333  1360.899
  430    40.295   109.330   109.330   187.315    17.522   173.980     0.843   850.060    14.866     0.918     0.103     0.025  1468.406
  431    47.536   111.275   111.275   193.724    13.228   228.907     0.493   865.987    16.307     0.913     0.585     0.332  1075.085
  432    43.656   105.235   105.235   184.530    15.494   203.937     0.734   447.105    12.227     0.473     0.976     0.624  2994.742
  433    52.528   108.754   108.754   193.836    16.697   283.750     0.555   410.865    16.874     0.266     0.093     0.591  3303.597
  434    44.293   101.953   101.953   181.194    11.255   159.654     0.630   618.854    14.371     0.654     0.397     0.197  1565.307
  435    49.951   109.196   109.196   192.779    12.578   161.080     0.500   501.947    15.488     0.782     0.333     0.273  1798.551
  437    47.044   103.384   103.384   184.472    13.835   177.819     0.599   549.859    14.738     0.645     0.411     0.352  1982.337
  438    36.793   112.288   112.288   188.864    15.128   168.392     0.860   278.191    13.969     0.033     0.180     0.596  2946.583
  440    45.914   104.599   104.599   185.156    13.502   201.112     0.641   720.761    15.819     0.605     0.570     0.636  2084.737
  442    48.417   103.933   103.933   185.926    16.013   235.832     0.622   490.713    15.425     0.359     0.310     0.564  2783.064
  444    40.705   104.667   104.667   182.148    15.085   201.725     0.745   402.560    11.375     0.369     0.468     0.568  1812.790
  446    45.874   103.927   103.927   184.373    14.450   220.079     0.679   481.722    15.279     0.436     0.287     0.665  2939.411
  447    47.003   103.366   103.366   184.428    14.260   254.960     0.598   688.676    15.505     0.148     0.502     0.570  1728.925
  448    48.641   104.510   104.510   186.709    13.807   154.065     0.484   567.227    13.513     0.563     0.095     0.032  1491.693
  449    42.964   108.247   108.247   187.582    15.947   215.565     0.638   884.374    18.416     0.736     0.427     0.323  1062.208
  451    40.704   105.267   105.267   182.838    15.153   174.542     0.765   402.537    13.674     0.270     0.294     0.542  2469.098
  453    46.583   100.443   100.443   180.909    14.289   167.977     0.587   556.869    13.301     0.515     0.244     0.215  1801.610
  455    43.671   102.977   102.977   181.975    15.266   190.048     0.709   451.720    12.942     0.463     0.692     0.561  2565.533
  456    46.992    98.953    98.953   179.514    16.051   113.955     0.572   810.239    10.440     0.703     0.087     0.140  1925.988
  458    43.698   110.339   110.339   190.424    15.452   187.151     0.701   582.301    20.091     0.527     0.544     0.520  2162.105
  459    44.645   100.607   100.607   179.898    12.661   101.043     0.592   710.052    13.931     0.445     0.843     0.706  1636.072
  460    36.445   117.370   117.370   194.764    14.571   161.747     0.925   405.053    12.427     0.579     0.980     0.146  1938.624
  461    50.304   109.909   109.909   193.798    19.171   136.057     0.377   801.054    10.118     0.982     0.533     0.213  1196.973
  463    46.017   105.072   105.072   185.753    13.671   228.314     0.716   526.697    15.009     0.713     0.578     0.264  2478.683
  464    43.503    98.880    98.880   177.269    18.635   132.753     0.525   323.977    12.478     0.534     0.159     0.294  1030.912
  465    48.011   105.216   105.216   187.117    11.600   270.806     0.461   535.453    13.483     0.566     0.743     0.449  1022.441
  467    44.406   105.957   105.957   185.798    15.145   196.988     0.679   568.495    17.163     0.465     0.542     0.493  2090.427
  469    40.268   105.804   105.804   183.205    14.205   182.621     0.782   511.244    13.141     0.519     0.783     0.305  1875.181
  470    39.268   110.965   110.965   188.656    11.249   263.651     0.822   253.907    18.582     0.090     0.671     0.649  2097.162
  471    50.641   102.677   102.677   185.906    19.434   198.450     0.538   588.518    11.596     0.909     0.713     0.759  2374.296
  473    46.046   101.630   101.630   181.900    15.198   209.481     0.650   462.236    13.445     0.667     0.421     0.316  2055.764
  474    39.403   104.660   104.660   181.385    16.162   186.266     0.754   481.053    11.198     0.534     0.829     0.302  1275.159
  475    42.862   104.328   104.328   183.027    15.535   145.747     0.585   540.248    16.266     0.596     0.849     0.808  1078.334
  476    43.084    96.159    96.159   173.987    14.286   138.738     0.550   492.665     9.056     0.320     0.824     0.544  1013.938
  478    41.950   103.602   103.602   181.660    15.324   204.256     0.731   505.324    13.176     0.407     0.689     0.542  1970.469
  480    44.572   102.632   102.632   182.127    15.355   185.910     0.644   562.746    14.978     0.487     0.575     0.485  1792.044
  481    44.141   103.749   103.749   183.131    13.399   169.874     0.605   327.558    16.086     0.153     0.895     0.765  1469.616
  482    45.578    97.491    97.491   177.017    16.832   136.129     0.509   396.723    10.372     0.432     0.839     0.628  1253.421
  483    49.474   106.792   106.792   189.777    10.463   249.108     0.564   206.349    16.691     0.112     0.458     0.586  2474.591
  484    43.687   100.748   100.748   179.472    15.331   293.474     0.690   234.348    12.300     0.189     0.435     0.745  2030.023
  485    55.211   109.656   109.656   196.486    11.792   279.833     0.394   530.462    11.866     0.409     0.345     0.315  1799.856
  487    41.346   110.121   110.121   188.831    15.601   219.685     0.791   507.908    18.537     0.620     0.423     0.429  2104.005
  488    41.415   101.236   101.236   178.652    19.578   253.919     0.713   457.804    13.724     0.129     0.621     0.354  1261.566
  489    38.024   111.969   111.969   189.156    18.571   207.806     0.807   682.908    18.558     0.417     0.663     0.759  1340.587
  490    51.659    98.458    98.458   181.938    14.653   285.765     0.568   285.862     9.467     0.134     0.477     0.418  3360.442
  492    48.068   102.991   102.991   184.661    13.088   247.537     0.613   335.781    15.080     0.190     0.500     0.551  2542.589
  493    43.099    96.856    96.856   174.768    12.425   289.898     0.670   274.438    11.486     0.164     0.212     0.231  1317.081
  494    42.578   111.611   111.611   191.266    12.088   273.495     0.744   353.460    21.443     0.228     0.374     0.603  2026.668
  495    41.661   106.711   106.711   185.056    14.961   282.135     0.811   336.329    13.231     0.374     0.675     0.468  2600.682
  497    41.218   108.301   108.301   186.642    16.679   268.348     0.798   342.397    17.605     0.279     0.518     0.483  2260.981
  499    43.479   103.774   103.774   182.764    15.689   257.859     0.722   506.310    15.127     0.147     0.565     0.528  2185.090
  500    40.640    98.117    98.117   174.665    12.022   208.528     0.684   205.414    11.699     0.364     0.105     0.381  1172.412
  501    39.942   105.458   105.458   182.617    16.661   197.858     0.763   478.729    16.817     0.187     0.060     0.246  1475.850
  502    43.474   101.473   101.473   180.157    10.031   268.963     0.693   576.109    14.746     0.420     0.350     0.301  1470.590
  503    47.192   100.152   100.152   180.964    14.743   200.713     0.505   314.239    11.272     0.714     0.342     0.389  1344.259
  505    43.064   102.410   102.410   180.969    15.244   254.246     0.734   372.104    13.025     0.350     0.520     0.457  2178.106
  506    42.139   103.365   103.365   181.501    11.059   275.139     0.731   371.277    16.323     0.292     0.472     0.202  1405.173
  507    37.533   112.093   112.093   189.034    10.138   285.119     0.950   299.182    13.813     0.219     0.607     0.274  2324.558
  508    45.536   104.197   104.197   184.474    15.072   283.455     0.656   553.989    16.190     0.015     0.945     0.594  1789.010
  509    47.519   100.950   100.950   182.051    18.458   229.322     0.548   448.110    13.204     0.022     0.736     0.611  1610.587
  511    42.830   109.479   109.479   188.930    17.190   227.928     0.730   627.871    19.408     0.363     0.650     0.514  1996.659
  512    45.623   108.564   108.564   189.495    13.966   272.077     0.766   251.785    19.374     0.364     0.027     0.000  3080.795
  513    45.554    99.982    99.982   179.760    16.187   297.256     0.677   507.542    13.559     0.352     0.300     0.204  1785.786
  514    40.512   104.905   104.905   182.310    18.943   147.166     0.722   389.717    10.324     0.258     0.489     0.645  1877.430
  516    46.019   103.180   103.180   183.619    16.076   236.629     0.634   530.585    15.371     0.402     0.615     0.395  1853.607
  517    49.456   100.418   100.418   182.674    18.509   180.809     0.593   412.506    12.190     0.241     0.953     0.387  2944.779
  518    45.149   101.028   101.028   180.677    18.973   196.984     0.675   534.683    13.010     0.175     0.865     0.327  2371.111
  519    46.212    98.887    98.887   178.954    16.443   178.263     0.617   281.933     9.272     0.597     0.289     0.349  2288.954
  521    48.482    99.411    99.411   180.954    14.443   171.185     0.550   342.948    11.453     0.487     0.682     0.341  2090.858
  523    44.393   104.514   104.514   184.148    16.440   222.634     0.692   528.167    16.086     0.360     0.614     0.453  2152.702
  525    43.203   102.439   102.439   181.085    17.170   198.370     0.708   454.128    11.862     0.311     0.693     0.528  2296.748
  526    43.666   104.967   104.967   184.231    17.704   270.912     0.697   250.647    15.921     0.284     0.829     0.766  2127.346
  527    42.047   103.009   103.009   181.041    15.200   135.058     0.721   298.147     9.891     0.421     0.472     0.045  2283.505
  528    38.182   112.329   112.329   189.668    14.569   296.587     0.891   520.742    21.824     0.178     0.041     0.039  1183.390
  530    40.388   107.242   107.242   184.938    15.575   175.278     0.753   371.634    18.172     0.217     0.448     0.278  1724.552
  532    42.951   102.659   102.659   181.183    15.499   188.025     0.692   391.321    15.131     0.315     0.544     0.352  1870.650
  533    42.667   101.722   101.722   179.953    19.967   155.267     0.683   270.603    14.553     0.424     0.427     0.291  2030.597
  534    54.693   105.024   105.024   191.032    19.672   172.208     0.422   236.654     9.543     0.527     0.905     0.208  2685.754
  535    44.227   110.675   110.675   191.117    17.163   260.827     0.712   271.642    20.995     0.111     0.287     0.328  2386.923
  536    48.147    99.027    99.027   180.321    11.360   240.471     0.573   465.517    11.736     0.222     0.449     0.914  1946.463
  537    45.740    98.052    98.052   177.737    14.409   184.864     0.586   342.747     9.029     0.170     0.486     0.651  1767.651
  539    38.041   111.532   111.532   188.648    18.154   176.140     0.814   461.805    18.177     0.192     0.648     0.713  1867.396
  541    46.721   106.267   106.267   187.528    14.306   248.152     0.635   366.560    17.161     0.407     0.679     0.417  2079.405
  542    47.533    97.653    97.653   178.426    13.498   204.366     0.554   634.400     9.324     0.108     0.387     0.740  1702.997
  544    43.002   105.055   105.055   183.940    14.656   188.170     0.718   488.486    15.961     0.335     0.454     0.613  2455.198
  545    47.804    98.782    98.782   179.836    18.606   190.666     0.576   671.409     9.198     0.220     0.322     0.690  2089.129
  547    47.015   103.473   103.473   184.554    15.204   232.203     0.594   351.544    15.096     0.387     0.689     0.569  1900.175
  548    44.779   100.382   100.382   179.728    13.123   185.560     0.661   596.308    10.687     0.450     0.618     0.447  2108.813
  550    45.786   102.118   102.118   182.286    14.733   223.534     0.635   450.638    14.657     0.353     0.625     0.497  1963.014
  552    44.154   101.784   101.784   180.920    14.969   191.195     0.673   515.076    13.991     0.316     0.495     0.590  2130.227
  553    39.700   102.737   102.737   179.346    17.348   198.075     0.717   468.289    12.741     0.467     0.051     0.730  1138.408
  555    43.527   101.502   101.502   180.222    17.707   191.917     0.673   640.521    13.543     0.316     0.623     0.587  1820.284
  556    49.020    99.060    99.060   180.909    12.528   185.112     0.575   418.209    11.761     0.095     0.307     0.632  2620.276
  557    45.580   103.155   103.155   183.326    13.290   147.808     0.476   501.230    13.363     0.641     0.085     0.526  1024.660
  559    42.362   106.528   106.528   185.253    14.615   174.474     0.683   589.101    17.948     0.523     0.512     0.306  1486.162
  560    39.638   104.130   104.130   180.911    17.371   153.890     0.716   842.632    10.252     0.002     0.644     0.430  1251.093
  561    48.829   100.985   100.985   182.906    17.257   207.111     0.552   675.131    12.421     0.580     0.832     0.820  1955.578
  562    39.971   110.574   110.574   188.588    15.243   246.304     0.811   235.375     9.133     0.003     0.317     0.260  2355.981
  563    50.252    98.928    98.928   181.547    12.220   223.742     0.591   372.586     9.884     0.353     0.262     0.484  3230.195
  565    38.468   107.893   107.893   184.606    14.331   180.107     0.790   555.656    16.564     0.266     0.430     0.535  1493.430
  566    37.966   111.187   111.187   188.199    11.311   194.608     0.775   620.745     9.541     0.004     0.332     0.494  1190.272
  567    53.137   110.104   110.104   195.722    17.876   194.169     0.476   289.913    15.333     0.376     0.197     0.254  2771.980
  568    44.080   107.691   107.691   187.591    13.139   110.126     0.556   856.046    18.122     0.461     0.573     0.787  1191.947
  569    48.241    99.538    99.538   180.942    12.380   291.822     0.618   216.669    12.956     0.117     0.469     0.400  2630.480
  570    41.699   103.375   103.375   181.253    16.519   192.596     0.727   474.983     9.609     0.037     0.108     0.124  1868.537
  571    46.924    96.264    96.264   176.522    10.416   207.309     0.529   541.008     9.539     0.018     0.135     0.446  1385.129
  573    44.422   108.753   108.753   189.011    14.988   183.126     0.673   504.854    19.361     0.351     0.414     0.487  2139.102
  574    45.423   101.694   101.694   181.591    12.483   216.170     0.553   427.033    14.521     0.084     0.673     0.119  1193.697
  575    50.308   105.503   105.503   188.839    10.833   195.953     0.447   708.784    13.122     0.204     0.326     0.247  1456.695
  577    40.817   102.042   102.042   179.211    13.387   198.420     0.719   595.820    11.669     0.075     0.392     0.489  1475.085
  579    43.135   102.241   102.241   180.820    13.120   204.229     0.666   616.177    15.448     0.230     0.437     0.379  1503.072
  581    44.072   103.024   103.024   182.268    14.434   190.636     0.664   524.658    15.633     0.262     0.448     0.447  1884.620
  582    43.906    99.321    99.321   178.008    11.352   206.443     0.680   231.274    10.259     0.171     0.230     0.323  2243.715
  584    40.621   102.310   102.310   179.400    13.012   154.304     0.711   571.684    14.041     0.117     0.281     0.585  1536.467
  586    45.361   109.085   109.085   189.939    17.952   217.272     0.710   626.414    18.415     0.612     0.615     0.527  2847.190
  587    52.482   107.910   107.910   192.862    10.339   213.648     0.525   703.172    15.639     0.492     0.360     0.304  2485.939
  589    40.419   112.401   112.401   190.984    16.820   183.051     0.815   390.289    20.549     0.326     0.537     0.350  2771.702
  590    41.086   103.150   103.150   180.634    11.209   287.462     0.791   705.438    13.675     0.556     0.672     0.205  1299.022
  591    36.950   115.319   115.319   192.565    14.084   251.449     0.858   207.047     9.571     0.161     0.239     0.463  1469.254
  592    38.827   108.709   108.709   185.763    12.001   279.462     0.885   295.292    16.777     0.073     0.295     0.246  2221.574
  593    43.282   116.240   116.240   197.091    12.381   295.174     0.685   806.831    25.004     0.570     0.767     0.138  1007.444
  594    39.742   107.819   107.819   185.241    11.765   295.441     0.866   272.077    11.489     0.181     0.031     0.282  2374.416
  595    45.084   103.039   103.039   182.895    14.573   263.513     0.677   332.720     9.326     0.428     0.743     0.586  2235.784
  596    40.645    97.654    97.654   174.148    11.080   215.035     0.679   462.990    11.790     0.056     0.372     0.180  1013.621
  598    42.570   106.680   106.680   185.548    16.023   204.945     0.749   400.406    17.230     0.295     0.496     0.395  2532.224
  600    41.532   104.060   104.060   181.937    13.177   251.479     0.781   388.075    14.400     0.197     0.395     0.333  2148.680
  601    45.145    99.004    99.004   178.420    14.258   138.772     0.613   333.189    12.603     0.256     0.180     0.616  2099.079
  602    37.320   116.321   116.321   193.963    12.367   214.078     0.951   442.198    10.958     0.263     0.141     0.049  2612.096
  603    43.596   104.977   104.977   184.201    16.201   219.659     0.683   461.360    17.272     0.177     0.404     0.245  1723.230
  605    45.109   103.666   103.666   183.617    14.496   234.265     0.685   510.418    15.673     0.328     0.427     0.461  2316.042
  607    45.537   104.196   104.196   184.474    16.481   212.748     0.680   559.666    15.497     0.486     0.566     0.508  2518.548
  608    51.169   106.537   106.537   190.523    15.031   186.617     0.578   598.711    16.230     0.226     0.460     0.416  3372.046
  609    47.728   113.136   113.136   195.978    16.573   182.798     0.535   434.596    20.346     0.059     0.184     0.474  1663.191
  610    48.524    97.970    97.970   179.402    13.202   164.711     0.494   467.171     9.211     0.260     0.812     0.679  1591.449
  611    40.482    98.892    98.892   175.441    11.548   106.215     0.638   432.318    10.864     0.702     0.284     0.685  1105.223
  612    41.462   101.175   101.175   178.611    18.221   157.369     0.670   450.272    14.302     0.023     0.682     0.436  1362.344
  614    43.692    99.769    99.769   178.378    16.005   217.092     0.656   500.425    11.623     0.241     0.532     0.681  1652.654
  616    43.787    99.994    99.994   178.687    15.004   188.820     0.660   490.430    12.104     0.361     0.614     0.543  1818.604
  617    44.996    97.234    97.234   176.369    12.817   161.204     0.519   629.904    10.871     0.379     0.938     0.364  1080.220
  618    48.476    99.607    99.607   181.166    11.655   218.611     0.425   736.305     9.274     0.221     0.689     0.214  1057.496
  620    42.015    99.875    99.875   177.476    12.123   164.773     0.664   486.964    11.368     0.367     0.684     0.604  1445.599
  621    48.414    97.883    97.883   179.237    16.155   225.471     0.510   532.256     9.469     0.122     0.905     0.674  1489.942
  623    46.747    98.162    98.162   178.490    14.664   179.889     0.568   420.285    11.141     0.368     0.685     0.457  1750.621
  625    45.838    99.802    99.802   179.735    14.136   179.163     0.599   468.526    12.934     0.358     0.662     0.528  1791.242
  626    43.301    96.429    96.429   174.420    14.785   157.477     0.569   452.531     9.201     0.273     0.497     0.572  1111.023
  627    42.961   104.432   104.432   183.205    14.471   101.911     0.699   513.669    11.246     0.864     0.339     0.644  2602.629
  628    40.133   101.043   101.043   177.669    15.771   139.938     0.691   449.727    11.779     0.401     0.567     0.591  1290.670
  630    43.941    98.661    98.661   177.294    12.219   221.072     0.632   521.936    12.492     0.349     0.491     0.456  1399.166
  632    43.789   100.168   100.168   178.884    14.019   133.612     0.649   498.707    11.069     0.595     0.417     0.597  1975.598
  634    46.199    97.390    97.390   177.297    13.896   162.381     0.555   467.367    10.371     0.308     0.674     0.615  1571.022
  636    42.977    98.700    98.700   176.745    15.893   163.626     0.630   456.343    12.534     0.169     0.580     0.500  1408.275
  637    41.945    97.482    97.482   174.752    12.765   118.346     0.626   568.790    11.386     0.120     0.831     0.262  1259.400
  638    43.720    99.266    99.266   177.832    12.556   235.382     0.646   555.512     9.113     0.357     0.594     0.293  1387.158
  639    40.006   101.759   101.759   178.409    16.979   216.689     0.757   546.724    13.340     0.269     0.798     0.000  1192.564
  641    39.670   100.752   100.752   177.062    17.601   193.334     0.736   327.970    11.173     0.301     0.332     0.172  1239.912
  642    43.964   102.150   102.150   181.216    13.292   168.497     0.551   450.790    15.180     0.003     0.119     0.357  1072.813
  644    43.305   102.154   102.154   180.824    15.535   160.415     0.699   409.939    13.943     0.541     0.556     0.203  2102.488
  645    42.497   101.857   101.857   180.003    10.389   210.177     0.669   357.738    15.813     0.047     0.576     0.128  1361.831
  646    41.521   100.181   100.181   177.522    11.688   213.710     0.673   563.396     9.229     0.333     0.071     0.291  1161.828
  648    44.314   100.181   100.181   179.219    15.439   191.719     0.639   534.031    13.277     0.440     0.572     0.423  1656.339
  650    43.802    99.586    99.586   178.240    14.827   183.127     0.660   467.738    12.517     0.449     0.534     0.278  1737.622
  651    44.793    99.168    99.168   178.384    14.875   206.879     0.688   304.929    12.758     0.163     0.233     0.045  2431.699
  652    40.710    99.476    99.476   176.238    12.414   176.980     0.682   409.584    10.257     0.134     0.500     0.247  1209.292
  653    42.553   100.743   100.743   178.778    13.500   209.003     0.704   413.987    14.335     0.223     0.151     0.110  1654.891
  655    43.451    98.869    98.869   177.224    14.829   206.183     0.656   483.132    12.170     0.369     0.524     0.329  1514.691
  657    43.504    98.632    98.632   176.993    13.219   187.712     0.609   464.451    13.376     0.108     0.285     0.301  1269.663
  658    41.233   100.643   100.643   177.871    14.976   146.399     0.701   956.689    12.301     0.123     0.734     0.123  1509.933
  659    42.691    98.525    98.525   176.374    11.578   128.812     0.593   627.267    13.328     0.081     0.293     0.501  1163.274
  661    45.067    97.887    97.887   177.134    16.588   192.927     0.592   472.128    11.854     0.395     0.464     0.288  1454.651
  662    41.522   102.499   102.499   180.150    11.051   248.348     0.759   531.591    10.880     0.085     0.347     0.151  1776.327
  664    41.272    99.570    99.570   176.683    15.328   208.648     0.703   503.951    12.355     0.263     0.592     0.159  1266.909
  665    42.709    98.751    98.751   176.637    11.616   286.073     0.661   388.060     9.192     0.537     0.782     0.264  1036.624
  667    46.085   100.701   100.701   180.887    14.306   219.897     0.652   489.059    13.104     0.528     0.576     0.335  2124.962
  669    42.151   101.257   101.257   179.117    14.690   170.733     0.706   474.095    12.722     0.426     0.366     0.336  1826.152
  671    45.346    99.055    99.055   178.601    14.257   233.696     0.637   412.726    10.210     0.367     0.631     0.491  1855.857
  673    47.546    99.640    99.640   180.619    17.062   194.556     0.607   414.170    12.358     0.306     0.521     0.473  2492.923
  674    45.098    96.666    96.666   175.807    10.920   100.870     0.547   441.009    10.460     0.225     0.745     0.435  1458.712
  675    45.382    96.464    96.464   175.764    13.002   135.155     0.516   661.993     9.186     0.381     0.635     0.447  1199.507
  677    45.178    98.860    98.860   178.281    13.971   197.745     0.631   509.929    11.760     0.448     0.605     0.360  1782.860
  679    46.075    98.083    98.083   177.982    12.402   214.129     0.597   494.249    11.126     0.292     0.529     0.637  1708.971
  680    40.360   105.089   105.089   182.433    17.933   154.939     0.715   266.069     9.550     0.414     0.727     0.496  1692.935
  681    46.154    97.605    97.605   177.504    13.688   163.501     0.481   459.412     9.393     0.592     0.607     0.237  1107.299
  682    47.003   100.012   100.012   180.691    10.942   131.452     0.454   519.002    10.806     0.394     0.906     0.263  1158.675
  684    43.088    99.396    99.396   177.590    15.539   166.037     0.646   375.364    10.164     0.407     0.680     0.440  1611.563
  685    46.689    97.810    97.810   178.066    14.670   118.240     0.480   559.698     9.120     0.609     0.355     0.036  1273.010
  686    44.393    95.417    95.417   173.992    10.913   109.086     0.538   206.413     9.544     0.339     0.359     0.064  1370.004
  687    45.791    97.392    97.392   177.042    14.253   122.058     0.495   281.177     9.668     0.633     0.107     0.057  1293.633
  688    41.477   100.565   100.565   177.929    10.432   127.225     0.681   284.172     9.958     0.391     0.403     0.242  1676.781
  690    43.015    99.079    99.079   177.191    14.031   168.498     0.651   415.866    10.642     0.380     0.534     0.453  1604.075
  692    45.181    97.638    97.638   176.930    13.793   186.993     0.601   439.089    10.034     0.381     0.604     0.397  1619.262
  694    45.916   100.183   100.183   180.207    14.936   210.426     0.615   412.644    13.292     0.354     0.565     0.506  1882.243
  695    45.779    97.876    97.876   177.567    16.525   228.183     0.544   361.003    10.997     0.545     0.359     0.787  1265.666
  696    40.287    99.389    99.389   175.885    14.594   150.784     0.702   347.269    12.188     0.309     0.023     0.125  1338.114
  697    49.226   100.747   100.747   182.891    19.016   146.625     0.454   705.960    10.648     0.248     0.179     0.704  1468.896
  699    45.937    99.812    99.812   179.807    14.045   177.915     0.553   502.795    12.822     0.488     0.306     0.506  1411.654
  701    47.361    99.625    99.625   180.486    16.170   200.051     0.570   581.994    12.157     0.455     0.574     0.654  1810.085
  702    40.827   102.711   102.711   179.980    19.367   100.120     0.709   600.342    11.764     0.203     0.200     0.590  1959.589
  703    44.021    96.271    96.271   174.696    17.114   115.196     0.567   465.856     9.695     0.246     0.302     0.296  1364.262
  704    41.813   100.977   100.977   178.597    10.998   241.857     0.754   207.453    12.664     0.405     0.459     0.227  1816.126
  705    41.178    98.556    98.556   175.485    13.959   176.905     0.687   276.259    11.182     0.182     0.023     0.253  1448.919
  706    50.181    98.487    98.487   181.021    14.059   145.186     0.515   843.034     9.165     0.255     0.204     0.592  2162.992
  707    43.171    97.435    97.435   175.456    17.395   124.788     0.592   824.592    11.046     0.561     0.471     0.175  1217.835
  709    41.760    99.895    99.895   177.344    15.608   182.018     0.679   458.962    11.174     0.430     0.575     0.378  1400.234
  710    42.978    98.702    98.702   176.747    18.320   147.231     0.641   736.115    11.563     0.444     0.030     0.304  1476.649
  711    46.199    97.097    97.097   176.975    12.690   257.806     0.515   392.439    10.568     0.477     0.350     0.212  1050.365
  712    42.210   101.583   101.583   179.520    16.670   179.038     0.689   395.304     9.353     0.069     0.322     0.225  1744.015
  713    49.068   103.133   103.133   185.434    15.314   193.151     0.497   267.398    13.017     0.237     0.818     0.118  1699.141
  715    44.911    98.632    98.632   177.862    15.258   163.976     0.614   617.297    12.260     0.358     0.197     0.353  1696.132
  716    44.550    98.673    98.673   177.684    17.649   162.678     0.592   409.518    12.645     0.431     0.064     0.376  1507.747
  717    47.305   100.188   100.188   181.074    11.944   193.636     0.591   407.971     9.083     0.687     0.670     0.586  2070.029
  718    43.421    96.688    96.688   174.782    12.817   234.261     0.640   218.737    11.905     0.314     0.473     0.052  1327.161
  720    48.796   101.861   101.861   183.854    14.669   199.140     0.597   501.256    14.004     0.283     0.430     0.420  2641.876
  722    44.514   100.742   100.742   179.969    13.935   206.275     0.658   473.800    13.866     0.302     0.458     0.410  1895.197
  723    44.878    98.631    98.631   177.840    12.314   219.042     0.639   406.431    10.207     0.019     0.514     0.478  1864.680
  724    42.008   100.630   100.630   178.322    10.768   191.762     0.696   201.986    10.206     0.091     0.106     0.452  1940.873
  725    40.933    99.938    99.938   176.894    11.793   134.078     0.676   424.367    11.883     0.459     0.323     0.485  1391.095
  726    42.831   101.129   101.129   179.381    12.446   233.474     0.718   280.586    14.164     0.308     0.400     0.228  1846.939
  728    46.610    98.321    98.321   178.579    13.312   188.875     0.600   418.121    11.673     0.202     0.332     0.523  2074.116
  729    40.000   101.003   101.003   177.544    11.655   226.942     0.698   216.376    10.411     0.466     0.134     0.626  1075.792
