Trial       WBL      RMSE Peak_RMSE   Agg_Obj      Umax      Lmax      CQOF      CKIF       CK1       TOF       TIF        TG      CKBF
 1496    43.543    96.240    96.240   174.363    16.813   263.029     0.611   399.656     9.834     0.298     0.583     0.294  1066.086
 1497    43.790    95.814    95.814   174.049    13.854   189.810     0.568   320.476     9.110     0.270     0.462     0.368  1148.482
 1498    41.264    97.611    97.611   174.478    11.570   158.731     0.633   273.619     9.099     0.363     0.530     0.155  1103.369
 1500    42.925    96.545    96.545   174.315    14.108   161.256     0.595   400.546    10.753     0.309     0.338     0.494  1183.286
 1502    43.256    95.980    95.980   173.896    15.981   165.274     0.591   400.813    10.278     0.211     0.495     0.189  1205.551
 1504    42.113    96.268    96.268   173.504    13.060   171.805     0.609   295.825     9.605     0.347     0.524     0.243  1095.294
 1505    42.332    95.751    95.751   173.067    12.391   138.020     0.596   329.598     9.472     0.094     0.242     0.130  1172.932
 1507    42.983    95.959    95.959   173.703    15.453   213.679     0.602   367.535     9.904     0.299     0.494     0.294  1077.230
 1508    40.792    96.517    96.517   172.966    13.741   117.898     0.614   265.505     9.378     0.239     0.253     0.269  1075.241
 1509    42.083    94.758    94.758   171.814    13.768   219.985     0.616   242.941    10.225     0.168     0.074     0.158  1022.958
 1510    43.736    94.529    94.529   172.603    16.262   275.597     0.601   244.209     9.220     0.209     0.236     0.119  1110.767
 1511    42.207    94.691    94.691   171.818    13.608   275.408     0.632   220.220     9.549     0.057     0.030     0.138  1006.385
 1512    42.779    96.203    96.203   173.846    13.390   264.825     0.639   237.475    11.014     0.286     0.107     0.370  1166.381
 1514    41.264    96.481    96.481   173.217    15.604   182.359     0.638   351.751    10.765     0.242     0.152     0.260  1047.399
 1516    43.038    95.886    95.886   173.657    14.420   173.180     0.574   376.373     9.512     0.281     0.583     0.392  1058.828
 1517    42.813    96.377    96.377   174.060    11.457   197.700     0.632   294.632    11.485     0.476     0.081     0.001  1191.750
 1518    42.880    96.083    96.083   173.776    13.997   214.932     0.627   269.621    11.308     0.225     0.462     0.088  1208.616
 1519    44.441    95.138    95.138   173.717    11.038   253.428     0.599   298.041    10.511     0.118     0.347     0.037  1233.192
 1520    42.672    96.382    96.382   173.978    19.920   115.299     0.578   641.712    10.658     0.175     0.260     0.422  1119.031
 1521    43.770    95.283    95.283   173.452    16.224   184.216     0.544   310.694     9.514     0.153     0.037     0.628  1062.089
 1523    43.632    95.974    95.974   174.126    13.301   194.071     0.593   466.716    10.385     0.335     0.340     0.222  1167.894
 1524    43.987    95.874    95.874   174.239    17.313   199.851     0.534   244.286    10.011     0.427     0.272     0.787  1056.345
 1525    42.467    95.834    95.834   173.243    18.855   168.292     0.586   252.304     9.987     0.389     0.244     0.578  1148.276
 1526    43.777    95.576    95.576   173.778    17.995   158.013     0.549   255.781    10.263     0.144     0.248     0.590  1217.712
 1527    42.278    97.620    97.620   175.111    14.911   157.102     0.622   333.047    10.567     0.162     0.472     0.730  1288.479
 1529    42.223    96.770    96.770   174.130    16.260   135.446     0.607   473.379    11.195     0.182     0.409     0.356  1172.780
 1530    40.753    95.761    95.761   172.100    19.393   163.750     0.614   220.681     9.821     0.347     0.146     0.515  1001.955
 1532    43.354    95.818    95.818   173.780    13.339   127.754     0.564   319.390    10.310     0.217     0.493     0.405  1213.359
 1534    43.883    95.457    95.457   173.714    12.908   217.683     0.588   251.566    10.017     0.236     0.331     0.319  1229.748
 1536    43.043    96.180    96.180   173.985    14.682   178.979     0.596   359.603    10.501     0.258     0.353     0.407  1176.305
 1538    43.585    95.813    95.813   173.918    16.006   171.601     0.553   287.978    10.228     0.340     0.319     0.624  1109.607
 1539    40.012    96.491    96.491   172.459    17.839   137.112     0.629   212.887    11.064     0.182     0.189     0.663  1007.820
 1540    42.225    95.105    95.105   172.286    16.093   114.362     0.554   261.356    10.203     0.160     0.313     0.602  1046.808
 1541    40.899    96.439    96.439   172.945    11.700   128.230     0.610   329.231    10.001     0.228     0.436     0.481  1002.084
 1542    40.287    96.339    96.339   172.458    15.663   107.538     0.618   281.074    10.476     0.122     0.371     0.505  1022.665
 1544    43.164    95.434    95.434   173.237    13.462   124.468     0.563   265.604    10.019     0.258     0.312     0.320  1222.100
 1546    42.479    96.033    96.033   173.471    17.376   127.757     0.579   450.994    10.458     0.211     0.297     0.484  1098.957
 1547    41.058    96.207    96.207   172.784    13.417   146.966     0.623   258.873     9.901     0.053     0.231     0.302  1092.832
 1549    43.072    95.279    95.279   173.008    13.778   199.826     0.591   261.592     9.970     0.241     0.314     0.285  1135.172
 1551    41.312    96.006    96.006   172.718    14.095   215.003     0.653   269.439    10.023     0.216     0.133     0.111  1052.083
 1552    42.766    95.185    95.185   172.713    13.846   143.365     0.569   211.920    10.577     0.170     0.142     0.377  1174.177
 1553    42.700    95.396    95.396   172.905    14.683   229.160     0.596   222.988     9.853     0.450     0.253     0.422  1032.328
 1555    42.943    95.138    95.138   172.773    14.779   195.411     0.586   303.157     9.959     0.289     0.274     0.234  1069.272
 1556    42.479    94.618    94.618   171.909    12.401   116.929     0.560   201.979    10.004     0.059     0.140     0.279  1145.713
 1557    41.876    95.941    95.941   172.994    13.097   149.209     0.609   362.326    11.127     0.070     0.265     0.213  1103.290
 1558    40.684    95.415    95.415   171.673    13.208   113.390     0.609   217.056    10.210     0.088     0.240     0.241  1070.556
 1560    41.758    95.606    95.606   172.550    13.449   152.516     0.607   309.522    10.643     0.124     0.245     0.221  1084.287
 1561    42.170    94.941    94.941   172.071    14.286   151.392     0.579   232.085    10.473     0.263     0.214     0.222  1066.190
 1562    41.310    96.131    96.131   172.855    13.649   146.755     0.615   297.863    11.235     0.190     0.014     0.358  1066.923
 1563    40.178    96.340    96.340   172.392    16.515   106.953     0.629   324.678    11.083     0.120     0.463     0.009  1023.293
 1565    42.962    94.955    94.955   172.583    15.702   172.443     0.573   319.002    10.149     0.170     0.216     0.195  1071.247
 1566    42.403    94.913    94.913   172.186    14.763   156.175     0.574   241.461     9.195     0.189     0.498     0.115  1058.795
 1567    41.484    94.437    94.437   171.086    14.628   117.697     0.579   216.871     9.666     0.141     0.216     0.049  1055.197
 1568    42.805    94.788    94.788   172.301    18.301   166.661     0.572   298.804     9.096     0.253     0.292     0.043  1068.448
 1570    41.458    95.565    95.565   172.318    14.611   129.640     0.601   322.287    10.052     0.233     0.391     0.123  1052.632
 1571    40.828    95.366    95.366   171.707    11.883   104.514     0.605   279.930    10.586     0.030     0.260     0.108  1048.940
 1572    42.516    93.973    93.973   171.223    17.131   181.560     0.575   221.771     9.809     0.086     0.092     0.071  1056.714
 1573    40.857    96.241    96.241   172.699    15.938   176.162     0.637   202.021     9.177     0.226     0.259     0.159  1083.890
 1574    43.562    95.194    95.194   173.223    16.377   218.134     0.580   265.641     9.658     0.212     0.229     0.390  1142.342
 1575    44.492    94.670    94.670   173.236    16.921   202.116     0.513   223.970     9.730     0.047     0.069     0.120  1060.283
 1576    44.063    95.424    95.424   173.791    14.948   242.286     0.590   307.200    10.801     0.243     0.160     0.195  1157.154
 1577    41.469    96.143    96.143   172.967    15.507   118.568     0.614   272.773    11.636     0.213     0.010     0.039  1194.820
 1578    41.715    96.234    96.234   173.221    16.242   169.016     0.623   282.050     9.487     0.264     0.545     0.033  1104.425
 1579    43.578    94.327    94.327   172.281    17.612   189.165     0.540   213.713     9.410     0.141     0.347     0.204  1070.803
 1580    41.848    94.045    94.045   170.882    18.774   154.200     0.564   203.064     9.027     0.110     0.209     0.249  1006.399
 1581    42.518    94.486    94.486   171.788    15.217   124.495     0.542   212.719     9.749     0.180     0.236     0.298  1052.772
 1582    41.967    95.780    95.780   172.872    15.229   155.627     0.590   330.678    10.388     0.274     0.371     0.444  1020.399
 1583    42.567    94.168    94.168   171.469    19.000   159.559     0.562   200.282     9.899     0.103     0.076     0.267  1128.409
 1585    42.097    95.187    95.187   172.298    15.811   159.519     0.585   281.915    10.129     0.202     0.294     0.336  1037.648
 1586    43.435    95.121    95.121   173.063    18.061   207.870     0.566   261.291     9.494     0.197     0.188     0.507  1097.755
 1587    43.016    94.962    94.962   172.625    19.352   169.105     0.573   303.592     9.570     0.003     0.140     0.273  1136.920
 1588    41.944    95.306    95.306   172.333    17.991   126.222     0.576   264.715    10.012     0.185     0.082     0.601  1095.262
 1589    42.376    94.506    94.506   171.720    15.642   166.975     0.571   260.472     9.212     0.109     0.267     0.161  1012.934
 1590    42.919    94.651    94.651   172.221    19.004   133.251     0.540   339.792     9.449     0.181     0.076     0.164  1022.170
 1591    42.170    94.503    94.503   171.589    18.816   243.834     0.621   203.470    10.812     0.326     0.221     0.092  1011.427
 1592    42.941    95.503    95.503   173.174    15.412   146.834     0.576   422.481     9.833     0.336     0.203     0.157  1108.515
 1593    44.047    95.122    95.122   173.449    14.190   203.761     0.550   329.167    10.629     0.189     0.109     0.032  1043.425
 1594    40.956    96.551    96.551   173.105    13.331   116.799     0.611   252.361    10.073     0.239     0.243     0.711  1098.292
 1595    42.851    94.880    94.880   172.430    15.498   117.608     0.546   276.483     9.978     0.305     0.096     0.112  1093.525
 1596    41.359    95.848    95.848   172.570    10.765   117.930     0.612   335.935    10.549     0.328     0.070     0.067  1106.460
 1597    41.028    95.116    95.116   171.553    11.678   129.477     0.609   225.223    10.229     0.290     0.095     0.062  1051.695
 1598    40.862    95.749    95.749   172.154    13.694   111.922     0.612   253.931    10.563     0.275     0.060     0.202  1093.554
 1600    42.060    95.527    95.527   172.650    13.101   129.527     0.570   253.601    10.920     0.186     0.063     0.605  1042.105
 1601    42.505    95.815    95.815   173.246    13.593   131.868     0.556   296.812    10.322     0.566     0.087     0.428  1020.175
 1602    41.460    96.258    96.258   173.090    14.466   130.460     0.601   250.158     9.546     0.506     0.124     0.339  1106.847
 1603    41.897    95.339    95.339   172.340    12.923   140.357     0.580   239.102    10.755     0.429     0.315     0.149  1022.593
 1605    41.569    95.762    95.762   172.605    13.592   137.430     0.598   266.959    10.150     0.241     0.198     0.455  1075.113
 1606    42.863    95.151    95.151   172.737    12.895   156.487     0.562   303.083    11.065     0.008     0.147     0.083  1040.182
 1607    42.271    95.568    95.568   172.827    13.455   185.332     0.590   224.060    10.025     0.228     0.264     0.567  1058.506
 1609    42.512    95.402    95.402   172.794    13.692   157.453     0.587   274.271     9.806     0.360     0.285     0.224  1115.898
 1611    42.304    95.138    95.138   172.372    13.596   168.674     0.584   257.395    10.176     0.231     0.171     0.359  1053.544
 1613    41.979    95.317    95.317   172.367    13.285   136.730     0.579   269.823    10.603     0.235     0.086     0.394  1046.983
 1614    42.666    94.696    94.696   172.112    13.667   187.535     0.591   257.961     9.235     0.356     0.172     0.004  1058.967
 1615    41.880    94.770    94.770   171.701    11.333   226.094     0.624   214.664     9.961     0.222     0.149     0.132  1006.946
 1617    42.503    95.828    95.828   173.258    15.694   160.796     0.586   376.955    10.308     0.125     0.331     0.473  1073.914
 1619    42.081    95.774    95.774   172.936    15.111   236.195     0.636   290.932    10.437     0.254     0.142     0.250  1052.843
 1620    43.471    95.243    95.243   173.220    18.747   250.518     0.605   276.928    11.019     0.147     0.199     0.118  1136.482
 1621    41.948    94.723    94.723   171.692    14.377   190.153     0.613   270.022     9.934     0.040     0.079     0.011  1057.412
 1622    41.203    96.240    96.240   172.910    13.603   187.126     0.635   310.183     9.264     0.151     0.150     0.054  1011.944
 1623    42.157    95.203    95.203   172.352    16.286   240.349     0.641   218.571     9.393     0.144     0.002     0.095  1154.148
 1624    43.653    94.824    94.824   172.875    17.856   258.294     0.605   308.533     9.202     0.082     0.142     0.027  1141.645
 1625    41.273    96.048    96.048   172.740    17.582   194.373     0.645   339.645    10.221     0.063     0.098     0.081  1054.899
 1626    40.800    95.198    95.198   171.503    14.770   186.498     0.638   229.857    10.187     0.006     0.149     0.054  1008.541
 1628    42.556    95.200    95.200   172.598    16.677   217.160     0.608   232.096     9.630     0.145     0.313     0.261  1128.776
 1629    41.872    95.743    95.743   172.772    14.382   200.159     0.639   260.178    10.899     0.138     0.199     0.105  1152.690
 1630    41.794    94.895    94.895   171.785    13.023   181.081     0.610   246.690    10.385     0.050     0.316     0.073  1045.622
 1631    43.594    95.278    95.278   173.335    14.934   203.901     0.578   225.101    11.177     0.104     0.248     0.012  1172.171
 1633    41.979    95.416    95.416   172.477    15.544   216.467     0.628   271.828    10.127     0.189     0.165     0.193  1065.376
 1635    43.305    94.411    94.411   172.202    14.665   217.306     0.584   234.049     9.526     0.186     0.103     0.141  1116.457
 1637    41.697    95.419    95.419   172.305    16.320   201.153     0.630   283.849    10.027     0.109     0.125     0.119  1067.268
 1638    40.933    96.030    96.030   172.510    16.844   190.536     0.651   216.064     9.831     0.059     0.032     0.165  1142.563
 1640    41.939    95.301    95.301   172.325    15.449   175.781     0.605   219.931     9.787     0.240     0.210     0.308  1117.985
 1642    42.066    95.283    95.283   172.384    14.725   194.501     0.615   273.578     9.795     0.156     0.131     0.168  1082.347
 1643    42.360    96.526    96.526   173.944    13.204   185.126     0.606   313.618     9.004     0.132     0.198     0.319  1113.567
 1644    43.525    95.309    95.309   173.326    15.124   138.971     0.534   369.609    10.279     0.008     0.068     0.448  1051.631
 1646    42.651    95.655    95.655   173.161    15.429   167.958     0.589   375.407    10.257     0.219     0.238     0.332  1090.152
 1647    43.822    94.509    94.509   172.636    12.988   235.419     0.556   225.464    10.185     0.191     0.112     0.251  1017.572
 1648    43.709    94.499    94.499   172.554    14.631   209.243     0.564   299.816     9.465     0.214     0.177     0.097  1061.826
 1650    42.523    95.356    95.356   172.750    12.395   184.290     0.605   342.448    10.533     0.276     0.187     0.097  1081.655
 1652    42.965    95.389    95.389   173.063    14.405   194.827     0.586   333.566     9.730     0.247     0.382     0.272  1067.430
 1654    43.242    94.946    94.946   172.749    14.218   171.906     0.559   333.507    10.160     0.087     0.117     0.302  1051.797
 1655    42.772    94.472    94.472   171.932    14.234   175.997     0.564   290.375     9.620     0.138     0.153     0.200  1002.863
 1656    43.370    95.151    95.151   173.055    13.709   124.549     0.548   340.633     9.897     0.070     0.401     0.231  1131.416
 1657    44.055    94.989    94.989   173.308    12.210   193.737     0.552   347.811     9.019     0.227     0.088     0.217  1083.888
 1658    43.192    93.907    93.907   171.578    11.631   215.086     0.571   212.979     9.493     0.079     0.200     0.041  1033.924
 1659    43.224    94.191    94.191   171.910    10.432   153.864     0.536   219.610     9.685     0.020     0.143     0.156  1025.564
 1660    43.507    94.114    94.114   172.004    11.579   191.844     0.557   230.920     9.817     0.017     0.003     0.075  1074.395
 1661    41.237    95.116    95.116   171.683    11.565   127.934     0.606   211.867     9.801     0.175     0.335     0.020  1093.528
 1662    44.626    94.936    94.936   173.613    10.033   260.274     0.561   328.576    10.265     0.104     0.206     0.264  1061.384
 1663    41.839    95.380    95.380   172.350    12.330   147.973     0.600   338.097     9.665     0.304     0.207     0.036  1046.454
 1664    44.193    94.823    94.823   173.214    13.196   253.758     0.583   281.471     9.539     0.295     0.026     0.204  1124.284
 1665    41.327    94.613    94.613   171.182    11.329   146.331     0.600   217.152    10.187     0.152     0.327     0.013  1014.946
 1666    43.403    94.814    94.814   172.706    13.176   262.223     0.592   272.523     9.220     0.056     0.237     0.226  1036.829
 1667    43.652    94.691    94.691   172.727    13.557   291.929     0.623   234.398     9.376     0.243     0.182     0.072  1136.687
 1669    41.782    96.101    96.101   173.114    14.963   173.498     0.611   364.742     9.675     0.299     0.110     0.293  1030.973
 1670    41.224    95.918    95.918   172.565    12.351   184.028     0.636   251.309    10.307     0.150     0.244     0.198  1062.880
 1672    42.935    95.345    95.345   172.995    13.996   224.528     0.616   318.221    10.053     0.139     0.157     0.149  1138.627
 1674    42.477    95.559    95.559   172.945    15.769   188.648     0.605   322.433    10.186     0.175     0.222     0.258  1107.799
 1676    42.596    95.196    95.196   172.619    14.697   165.772     0.576   283.832    10.003     0.182     0.470     0.294  1056.261
 1677    43.934    95.686    95.686   173.998    13.482   282.960     0.604   369.454    11.335     0.225     0.054     0.197  1058.077
 1678    42.880    94.829    94.829   172.393    16.808   277.444     0.625   233.532    11.169     0.240     0.133     0.031  1036.406
 1680    42.076    95.535    95.535   172.669    14.620   186.381     0.608   320.586     9.859     0.212     0.127     0.255  1048.666
 1681    42.220    94.771    94.771   171.915    13.250   266.339     0.640   238.059    10.415     0.079     0.058     0.068  1043.263
 1682    43.085    95.044    95.044   172.758    14.741   263.623     0.626   216.554     9.935     0.049     0.181     0.196  1208.107
 1684    42.301    95.333    95.333   172.585    14.698   174.674     0.597   298.971     9.920     0.165     0.245     0.250  1082.908
 1686    42.872    94.884    94.884   172.448    13.948   247.646     0.617   253.093     9.778     0.189     0.175     0.136  1092.739
 1687    42.347    95.538    95.538   172.842    17.460   261.053     0.639   279.151    10.176     0.162     0.213     0.217  1072.552
 1688    42.426    94.793    94.793   172.068    11.454   142.140     0.572   271.271    10.002     0.104     0.196     0.229  1068.425
 1690    42.687    95.111    95.111   172.582    14.600   228.996     0.616   245.485    10.074     0.106     0.189     0.210  1132.840
 1692    42.384    95.261    95.261   172.558    14.752   199.458     0.607   295.680    10.137     0.153     0.194     0.220  1076.530
 1693    40.886    95.954    95.954   172.396    15.527   153.785     0.632   256.638    11.167     0.230     0.074     0.182  1073.426
 1694    42.330    96.269    96.269   173.639    16.857   234.094     0.636   423.469    10.911     0.373     0.051     0.233  1032.385
 1695    42.096    94.387    94.387   171.414    19.344   201.370     0.594   210.736     9.354     0.110     0.252     0.226  1053.596
 1696    41.417    95.707    95.707   172.450    18.424   153.785     0.613   250.138    10.870     0.112     0.215     0.331  1119.743
 1698    43.508    94.863    94.863   172.825    15.543   192.511     0.560   259.644    10.360     0.288     0.195     0.135  1070.019
 1700    42.905    95.276    95.276   172.900    15.097   246.009     0.600   251.687    10.521     0.235     0.329     0.366  1029.694
 1702    43.109    95.042    95.042   172.771    15.459   215.627     0.593   281.758    10.164     0.237     0.237     0.223  1095.848
 1703    42.642    94.667    94.667   172.065    18.750   170.030     0.585   278.843     9.364     0.039     0.132     0.045  1130.973
 1704    42.393    94.883    94.883   172.146    15.415   201.693     0.598   232.511     9.503     0.198     0.306     0.203  1068.231
 1705    43.098    95.305    95.305   173.054    16.881   193.595     0.599   299.013     9.191     0.154     0.250     0.044  1188.893
 1707    43.334    94.778    94.778   172.622    16.370   173.263     0.547   290.020     9.839     0.158     0.206     0.321  1034.693
 1708    42.484    94.666    94.666   171.965    16.240   180.641     0.583   262.559    10.508     0.059     0.097     0.164  1053.946
 1709    43.095    95.369    95.369   173.123    18.965   211.868     0.592   260.903    10.392     0.316     0.152     0.390  1148.276
 1710    41.473    95.868    95.868   172.664    17.229   169.349     0.609   244.055     9.530     0.069     0.371     0.386  1064.117
 1711    43.253    94.360    94.360   172.113    18.884   203.046     0.559   263.957     9.732     0.008     0.071     0.297  1045.243
 1713    42.682    95.015    95.015   172.473    18.029   201.414     0.596   249.781    10.165     0.257     0.186     0.285  1117.314
 1714    41.635    94.380    94.380   171.118    18.046   145.077     0.576   211.883     9.778     0.047     0.267     0.280  1031.321
 1715    42.998    94.953    94.953   172.603    19.152   223.896     0.590   328.308     9.321     0.026     0.404     0.094  1028.248
 1716    43.405    94.696    94.696   172.577    16.571   150.304     0.549   248.719     9.201     0.208     0.100     0.229  1161.127
 1717    41.055    95.469    95.469   171.962    17.898   215.947     0.647   221.749    10.772     0.176     0.333     0.155  1011.398
 1718    41.128    95.157    95.157   171.661    13.143   169.573     0.628   206.302    10.606     0.141     0.048     0.117  1078.396
 1719    40.891    95.538    95.538   171.937    16.468   169.877     0.623   226.615     9.355     0.163     0.193     0.164  1016.473
 1720    42.394    95.287    95.287   172.593    14.086   175.613     0.619   241.090     9.806     0.121     0.081     0.026  1249.952
 1721    41.992    94.666    94.666   171.656    14.554   180.051     0.586   227.579     9.057     0.145     0.080     0.210  1008.167
 1722    40.855    96.851    96.851   173.378    14.437   111.789     0.621   232.871     9.194     0.330     0.014     0.173  1184.935
 1723    41.277    94.758    94.758   171.312    18.854   129.671     0.588   243.522     9.244     0.250     0.093     0.114  1037.723
 1724    44.536    95.299    95.299   173.952    15.479   191.782     0.547   395.285     9.946     0.353     0.112     0.092  1112.825
 1725    43.825    94.650    94.650   172.792    12.099   233.085     0.563   259.664    10.305     0.224     0.121     0.186  1021.671
 1727    41.593    95.589    95.589   172.428    14.650   159.171     0.615   234.253     9.434     0.238     0.093     0.144  1129.574
 1728    42.840    94.338    94.338   171.828    16.508   188.190     0.588   203.155     9.987     0.166     0.010     0.143  1191.201
 1729    42.250    96.035    96.035   173.331    16.105   215.298     0.613   310.948     9.553     0.137     0.129     0.394  1051.290
 1731    41.400    95.656    95.656   172.382    14.723   155.773     0.610   252.242     9.526     0.212     0.188     0.226  1068.029
 1732    41.008    95.637    95.637   172.119    19.293   145.865     0.614   210.218     9.756     0.212     0.127     0.434  1137.230
 1733    41.393    95.774    95.774   172.510    16.756   140.824     0.604   306.549     9.719     0.359     0.194     0.228  1044.894
 1734    42.602    94.555    94.555   171.917    18.157   141.645     0.560   340.373     9.230     0.134     0.044     0.031  1032.109
 1735    43.600    94.697    94.697   172.702    14.618   205.139     0.566   316.740     9.492     0.118     0.089     0.221  1071.936
 1737    42.612    94.971    94.971   172.381    15.520   180.274     0.590   270.007     9.976     0.310     0.253     0.147  1089.296
 1738    41.898    95.236    95.236   172.227    19.763   182.501     0.612   262.128     9.611     0.278     0.261     0.148  1091.878
 1739    41.407    95.162    95.162   171.839    19.049   195.952     0.635   219.723    10.700     0.150     0.044     0.169  1127.112
 1741    43.239    95.415    95.415   173.263    16.320   166.100     0.572   285.109    10.089     0.188     0.298     0.396  1169.997
 1742    42.652    94.710    94.710   172.119    18.124   159.296     0.560   272.488     9.440     0.095     0.355     0.273  1039.468
 1744    43.155    95.331    95.331   173.118    14.553   226.315     0.603   351.111    10.025     0.133     0.322     0.196  1094.402
 1745    42.001    95.243    95.243   172.299    16.820   159.663     0.590   282.547     9.870     0.242     0.205     0.310  1056.102
 1746    43.633    95.382    95.382   173.474    18.917   204.497     0.546   232.489    10.400     0.009     0.565     0.314  1044.444
 1748    42.661    95.344    95.344   172.822    16.180   164.772     0.591   331.404    10.003     0.102     0.418     0.118  1127.488
 1749    43.133    94.953    94.953   172.688    18.498   210.433     0.578   280.130    10.508     0.164     0.169     0.271  1061.613
 1751    42.592    95.968    95.968   173.469    15.382   186.823     0.613   344.834    10.311     0.236     0.313     0.225  1161.670
 1753    42.844    95.435    95.435   173.037    15.031   177.100     0.588   317.528    10.182     0.187     0.370     0.262  1116.490
 1754    43.693    95.482    95.482   173.622    15.130   110.534     0.519   352.929    10.146     0.089     0.452     0.123  1075.763
 1755    42.259    94.443    94.443   171.578    15.136   166.752     0.583   259.114     9.739     0.093     0.250     0.055  1042.547
 1756    43.704    94.965    94.965   173.061    13.125   157.048     0.550   384.620    10.002     0.231     0.193     0.020  1085.183
 1758    42.915    94.897    94.897   172.489    14.525   158.091     0.573   329.245     9.509     0.171     0.278     0.070  1093.438
 1759    41.488    96.469    96.469   173.341    14.724   235.824     0.658   227.753    10.038     0.114     0.135     0.272  1129.179
 1760    42.623    94.411    94.411   171.771    13.994   141.113     0.549   258.945     9.261     0.126     0.266     0.171  1015.909
 1762    42.741    95.472    95.472   173.014    14.334   153.491     0.572   320.065    10.019     0.091     0.234     0.544  1085.541
 1764    43.068    94.824    94.824   172.506    13.604   165.514     0.570   333.012     9.971     0.193     0.253     0.078  1074.797
 1765    41.509    96.096    96.096   172.940    15.260   120.193     0.599   321.689     9.033     0.150     0.216     0.076  1099.889
 1766    41.547    95.383    95.383   172.171    13.826   128.666     0.582   291.647     9.376     0.096     0.377     0.350  1003.547
 1767    42.195    94.062    94.062   171.118    16.954   122.800     0.542   205.171     9.288     0.083     0.311     0.145  1027.011
 1769    41.432    95.192    95.192   171.888    15.711   167.123     0.609   220.711     9.563     0.183     0.213     0.218  1064.094
 1770    42.657    93.944    93.944   171.280    19.901   157.205     0.543   208.367     9.202     0.243     0.266     0.133  1035.096
 1771    43.226    94.399    94.399   172.138    18.905   170.580     0.546   240.948     9.179     0.228     0.274     0.196  1070.486
 1772    41.977    95.093    95.093   172.118    18.811   170.676     0.587   271.874     9.038     0.102     0.262     0.226  1022.456
 1774    42.022    94.868    94.868   171.898    15.449   152.000     0.585   255.134     9.485     0.309     0.228     0.134  1051.477
 1775    43.343    93.988    93.988   171.762    16.396   159.509     0.532   212.143     9.050     0.013     0.097     0.125  1077.048
 1776    40.968    94.884    94.884   171.259    13.214   164.670     0.619   212.023     9.926     0.022     0.054     0.099  1022.381
 1777    42.896    94.208    94.208   171.720    14.088   166.916     0.559   240.316     9.736     0.103     0.184     0.068  1050.091
 1778    41.715    94.816    94.816   171.649    19.664   156.736     0.583   217.751     9.053     0.215     0.409     0.203  1041.462
 1780    42.539    94.150    94.150   171.432    13.270   155.188     0.559   216.752     9.655     0.070     0.170     0.155  1035.382
 1782    42.009    94.849    94.849   171.869    17.136   144.716     0.577   244.001     9.782     0.163     0.141     0.371  1069.103
 1784    42.118    94.516    94.516   171.570    16.050   152.586     0.576   234.597     9.480     0.225     0.224     0.154  1049.759
 1785    43.117    94.264    94.264   171.921    18.517   207.278     0.571   242.311     9.411     0.093     0.092     0.230  1080.594
 1786    42.096    94.158    94.158   171.162    15.271   138.935     0.560   219.105     9.932     0.063     0.175     0.136  1021.418
 1788    42.248    94.305    94.305   171.419    15.563   140.111     0.559   216.578     9.678     0.147     0.226     0.213  1042.560
 1789    42.427    94.475    94.475   171.719    19.482   161.009     0.563   269.225     9.353     0.210     0.175     0.237  1018.034
 1791    42.806    94.144    94.144   171.593    14.185   172.897     0.564   226.112     9.686     0.088     0.107     0.126  1055.448
 1792    41.067    94.737    94.737   171.158    17.901   109.472     0.586   224.123     9.536     0.049     0.257     0.150  1065.636
 1793    41.264    94.551    94.551   171.075    13.749   117.884     0.581   227.089    10.023     0.246     0.199     0.063  1005.980
 1794    42.180    94.673    94.673   171.781    13.401   124.580     0.562   230.101     9.836     0.374     0.248     0.075  1044.741
 1795    42.537    95.079    95.079   172.453    10.030   169.639     0.586   298.310    10.869     0.189     0.224     0.118  1048.344
 1796    43.114    94.508    94.508   172.187    14.763   172.220     0.565   333.811     9.658     0.066     0.253     0.022  1048.422
 1797    41.599    94.667    94.667   171.412    15.073   106.219     0.561   234.915    10.601     0.185     0.088     0.111  1007.966
 1798    41.594    94.525    94.525   171.252    16.184   117.816     0.573   250.013    10.132     0.215     0.138     0.070  1024.122
 1799    42.163    94.766    94.766   171.874    15.444   199.288     0.592   221.529    10.269     0.256     0.123     0.340  1013.786
 1800    41.138    94.526    94.526   170.968    15.998   153.815     0.607   223.013     9.708     0.261     0.118     0.001  1010.696
 1801    42.037    94.408    94.408   171.400    18.478   125.064     0.570   230.586     9.726     0.110     0.146     0.114  1118.258
 1803    41.656    94.957    94.957   171.768    14.175   145.352     0.588   259.087     9.722     0.139     0.262     0.231  1022.780
 1805    42.207    94.817    94.817   171.958    12.657   161.340     0.585   263.599    10.499     0.192     0.175     0.122  1038.918
 1807    41.955    94.839    94.839   171.825    15.678   125.432     0.567   250.319    10.090     0.173     0.239     0.348  1040.389
 1808    41.862    96.033    96.033   173.088    16.042   183.130     0.622   279.780     9.024     0.363     0.292     0.036  1081.487
 1809    41.556    95.165    95.165   171.935    13.555   205.733     0.627   200.180     9.135     0.238     0.280     0.032  1032.568
 1811    41.901    94.700    94.700   171.637    13.632   151.263     0.586   246.440    10.287     0.204     0.168     0.123  1033.682
 1812    40.100    95.781    95.781   171.720    16.932   127.831     0.631   260.524     9.902     0.112     0.038     0.069  1006.936
 1814    41.975    94.632    94.632   171.608    14.269   197.180     0.609   237.602    10.201     0.122     0.122     0.107  1042.024
